mol_i, mol_j, min_max_dissimilarity
48, 3, 0.1879135606737754
48, 4, 0.2905889157601578
48, 5, 0.48684063687764234
48, 6, 0.6443855964030587
48, 7, 0.5773562594443338
48, 8, 0.3415713259616936
48, 9, 0.14533699385552334
48, 10, 0.12445017430495442
48, 11, 0.16094086731404234
48, 12, 0.30678275831539337
48, 13, 0.40280663431129815
48, 14, 0.6423788756667034
48, 15, 0.7279781580282128
48, 16, 0.778675442579927
48, 17, 0.7702778061901044
48, 18, 0.6782301098231348
48, 19, 0.5255906474557976
48, 20, 0.169050085875597
48, 21, 0.15265836253738574
48, 22, 0.17166993572919764
48, 23, 0.2947271415609203
48, 24, 0.2903713051770044
48, 25, 0.32440695361577265
48, 26, 0.5841556912976513
48, 27, 0.47139794952551384
48, 28, 0.22774154687143044
48, 29, 0.14144554790162311
48, 30, 0.14755464188497314
48, 31, 0.1550367935703999
48, 32, 0.14940038221905672
48, 33, 0.14552264995906494
48, 34, 0.15132382060393945
48, 35, 0.16052347940895328
48, 36, 0.2766354434384981
48, 37, 0.25413573002896683
48, 38, 0.27426683087411885
48, 39, 0.5581058842195614
48, 40, 0.6840835808014893
48, 41, 0.4800678166787119
48, 42, 0.14285569115027297
48, 43, 0.16345157601852156
48, 44, 0.17822421304219938
48, 45, 0.17415529820756048
48, 46, 0.042123398389595335
48, 47, 0.012303118886704323
48, 48, 2.220446049250313e-16
48, 49, 0.013105169317498833
48, 50, 0.043717029163269694
48, 51, 0.07297331118087402
48, 52, 0.09855856711553457
48, 53, 0.12381767336425775
48, 54, 0.143907321849439
48, 55, 0.24913496425716908
48, 56, 0.15661196002849798
48, 57, 0.20407520079780084
48, 58, 0.02082508053689136
48, 59, 0.020884821103079765
48, 60, 0.024549786383470606
48, 61, 0.021071385348109928
48, 62, 0.034020403182015824
48, 63, 0.06467582442046671
48, 64, 0.1182551192870197
48, 65, 0.2919726638441428
48, 66, 0.18104128936961317
48, 67, 0.20450268453576514
48, 68, 0.051397128665117364
48, 69, 0.016588852643401264
48, 70, 0.016584070491794334
48, 71, 0.02091357204095734
48, 72, 0.04302553560922551
48, 73, 0.07198499982156004
48, 74, 0.11409852506299811
48, 75, 0.14211123271948578
48, 76, 0.13113029226819106
48, 77, 0.20325194451613782
48, 78, 0.10888563993482137
48, 79, 0.03573671638991238
48, 80, 0.012179481661867664
48, 81, 0.012025864585094026
48, 82, 0.025169944453463877
48, 83, 0.04816910748740855
48, 84, 0.09268760027849343
48, 85, 0.12354062871952898
48, 86, 0.15110862549082837
48, 87, 0.139631934637381
48, 88, 0.14312859282079782
48, 89, 0.15230029403276135
48, 90, 0.10901708996996895
48, 91, 0.04185067269135845
48, 92, 0.04217088298422689
48, 93, 0.042214473635371674
48, 94, 0.04224770972894343
48, 95, 0.04675665849387156
48, 96, 0.10365225507155396
48, 97, 0.14143417459913254
48, 98, 0.11217825698913564
48, 99, 0.20309942934920489
48, 100, 0.178090645089527
48, 101, 0.0586292260900626
48, 102, 0.05366464267711779
48, 103, 0.05362036508152457
48, 104, 0.05361646560841171
48, 105, 0.05364587129635778
48, 106, 0.07711200845653476
48, 107, 0.11805291628183856
48, 108, 0.13430550184709378
48, 109, 0.17269264848484622
49, 0, 0.14845315459679242
49, 1, 0.16901167511683646
49, 2, 0.17598097845685023
49, 3, 0.1880075723150747
49, 4, 0.2906312473059759
49, 5, 0.48694232691528283
49, 6, 0.7142781994051197
49, 7, 0.5976546610050697
49, 8, 0.328227820811849
49, 9, 0.08575806968824895
49, 10, 0.12244621859039384
49, 11, 0.16094117173435085
49, 12, 0.30685434031251657
49, 13, 0.4028521316919763
49, 14, 0.6748105546463873
49, 15, 0.7535482466821173
49, 16, 0.7849964891283618
49, 17, 0.7679848788092125
49, 18, 0.6700411054309654
49, 19, 0.5090965783731638
49, 20, 0.11781229647876001
49, 21, 0.09688057327136435
49, 22, 0.17216701096568032
49, 23, 0.29480399047937045
49, 24, 0.2904521466933909
49, 25, 0.32444600044393346
49, 26, 0.6025210305110158
49, 27, 0.5146278267530197
49, 28, 0.20807424171893918
49, 29, 0.08052172716283301
49, 30, 0.0834997392438318
49, 31, 0.1127733879574544
49, 32, 0.08457233723326318
49, 33, 0.14584140902643816
49, 34, 0.15178943716994586
49, 35, 0.16049677410601693
49, 36, 0.27670027633682015
49, 37, 0.25418516939241875
49, 38, 0.2743052991121654
49, 39, 0.5580955201124633
49, 40, 0.7139683005552862
49, 41, 0.4712568401310263
49, 42, 0.08178670380375208
49, 43, 0.11832301032216974
49, 44, 0.1788641707587738
49, 45, 0.24483409802365919
49, 46, 0.10423801729319992
49, 47, 0.054585457524523595
49, 48, 0.015971705595213326
49, 49, 2.220446049250313e-16
49, 50, 0.009491498508649165
49, 51, 0.026731156169270354
49, 52, 0.04533493161324009
49, 53, 0.06432356243853843
49, 54, 0.12042588271952281
49, 55, 0.24962396418691202
49, 56, 0.157141576687849
49, 57, 0.20466942819294887
49, 58, 0.06975590845766699
49, 59, 0.020991516386049014
49, 60, 0.020778516394274416
49, 61, 0.02070308030439061
49, 62, 0.0203858618589583
49, 63, 0.021910155352114824
49, 64, 0.0903725807152187
49, 65, 0.2595444286486088
49, 66, 0.22661848019956576
49, 67, 0.21123662770938
49, 68, 0.11647261529401842
49, 69, 0.025247128905859673
49, 70, 0.016546825397394382
49, 71, 0.016475926249363004
49, 72, 0.01644110950740807
49, 73, 0.032266668463175274
49, 74, 0.06548957703867653
49, 75, 0.07985616932422634
49, 76, 0.12715306251458713
49, 77, 0.2037775165242096
49, 78, 0.19111222664932892
49, 79, 0.09254588188332924
49, 80, 0.029805012498979044
49, 81, 0.011950048062550511
49, 82, 0.011747832419720883
49, 83, 0.013019099306336823
49, 84, 0.0449542214560944
49, 85, 0.08188931653234288
49, 86, 0.08835781350221583
49, 87, 0.11286174006217786
49, 88, 0.22946699045756525
49, 89, 0.15285301793401307
49, 90, 0.19068064730661327
49, 91, 0.04204060645876018
49, 92, 0.04235013645717289
49, 93, 0.04238674370225448
49, 94, 0.04241952314349817
49, 95, 0.042381488700572345
49, 96, 0.05655789997966876
49, 97, 0.08197300677163077
49, 98, 0.10845799201556616
49, 99, 0.2036359633013246
49, 100, 0.23108997803597486
49, 101, 0.1259099486521702
49, 102, 0.05366422806922522
49, 103, 0.05361991022902335
49, 104, 0.05361600902179242
49, 105, 0.053645413826477584
49, 106, 0.05367137497741403
49, 107, 0.0703272923530116
49, 108, 0.09659326301129967
49, 109, 0.16735780842314862
50, 0, 0.14825797127434592
50, 1, 0.16886813801304457
50, 2, 0.1757806330037529
50, 3, 0.18797657970280635
50, 4, 0.2906584036854467
50, 5, 0.48686163182399156
50, 6, 0.743355945036581
50, 7, 0.6237473612186881
50, 8, 0.32366406740448106
50, 9, 0.04572740767678929
50, 10, 0.1217106094922672
50, 11, 0.16071697403426155
50, 12, 0.3068719111604272
50, 13, 0.4028640460135574
50, 14, 0.6748533712019456
50, 15, 0.7833493068101328
50, 16, 0.7939103010367479
50, 17, 0.7675948070245995
50, 18, 0.6643049229476219
50, 19, 0.4965094593944147
50, 20, 0.08220266399540055
50, 21, 0.05862013930849164
50, 22, 0.17204414600030293
50, 23, 0.294823665989406
50, 24, 0.290472660945147
50, 25, 0.3244586665994429
50, 26, 0.6025125801598123
50, 27, 0.5607391791801555
50, 28, 0.19885386213686396
50, 29, 0.04020830916461127
50, 30, 0.0410528625070361
50, 31, 0.09856898308437245
50, 32, 0.04163292497561466
50, 33, 0.14563265189347796
50, 34, 0.15160984310366388
50, 35, 0.1604985877433993
50, 36, 0.2767314190504717
50, 37, 0.25420654748611315
50, 38, 0.2743196773296115
50, 39, 0.5581004363564653
50, 40, 0.7460207614238813
50, 41, 0.46821350481777957
50, 42, 0.04132363644503578
50, 43, 0.12613092657921265
50, 44, 0.17878601403701
50, 45, 0.28371485791049755
50, 46, 0.16724872595968066
50, 47, 0.10540923105000854
50, 48, 0.04927570596062114
50, 49, 0.00988097310955005
50, 50, 2.220446049250313e-16
50, 51, 0.004882560700004812
50, 52, 0.01550515751711623
50, 53, 0.02837659551301097
50, 54, 0.09380590134872946
50, 55, 0.24956105080022228
50, 56, 0.15698906321874273
50, 57, 0.25280091254488335
50, 58, 0.1253885519974116
50, 59, 0.022615909623054486
50, 60, 0.02081287760850381
50, 61, 0.020737434009768907
50, 62, 0.02042003285912164
50, 63, 0.01985032807232512
50, 64, 0.09233168563773764
50, 65, 0.2348135235504787
50, 66, 0.2265838510262601
50, 67, 0.21116286497849446
50, 68, 0.18175714082598948
50, 69, 0.06338739726206621
50, 70, 0.027628524377341535
50, 71, 0.016482130028145026
50, 72, 0.016447204703981644
50, 73, 0.01644560888541946
50, 74, 0.03614306880140894
50, 75, 0.039484323351303474
50, 76, 0.09849863795718927
50, 77, 0.2036984382211312
50, 78, 0.2649098279031592
50, 79, 0.15297955480332026
50, 80, 0.07028539518419274
50, 81, 0.02386763768620226
50, 82, 0.011470008925064445
50, 83, 0.011188990853337133
50, 84, 0.01925268018276427
50, 85, 0.05780545691740424
50, 86, 0.04706317859648956
50, 87, 0.07978904284649635
50, 88, 0.26440181011964636
50, 89, 0.15269443949309558
50, 90, 0.2639061488791894
50, 91, 0.06792693812064043
50, 92, 0.04248651823968774
50, 93, 0.042514025922746335
50, 94, 0.0425457549444771
50, 95, 0.04251283425516683
50, 96, 0.04245426538705854
50, 97, 0.04292160333438
50, 98, 0.10379085475478322
50, 99, 0.2035733251676357
50, 100, 0.2349564648326281
50, 101, 0.19234832176584238
50, 102, 0.0845727279267322
50, 103, 0.05362160349960676
50, 104, 0.05361770434236135
50, 105, 0.053647108764778295
50, 106, 0.05367307046994607
50, 107, 0.05370746895064327
50, 108, 0.07469028645979359
50, 109, 0.16200052384973262
51, 0, 0.1480154562561541
51, 1, 0.16871269274088885
51, 2, 0.1756197079815086
51, 3, 0.18795393437866248
51, 4, 0.29067414223742993
51, 5, 0.48678544640217203
51, 6, 0.743357747543587
51, 7, 0.6442202418758742
51, 8, 0.32240095039526173
51, 9, 0.037201547938067736
51, 10, 0.12249897301498003
51, 11, 0.16052391971331426
51, 12, 0.3068874765564915
51, 13, 0.4028820617140235
51, 14, 0.6748540970948456
51, 15, 0.8085565577310778
51, 16, 0.8009015527879663
51, 17, 0.767543366880528
51, 18, 0.6602489847243409
51, 19, 0.48737709869227974
51, 20, 0.060792029445519646
51, 21, 0.03588796521468873
51, 22, 0.17190292593201018
51, 23, 0.2948388203972071
51, 24, 0.29048736526567975
51, 25, 0.324478067959154
51, 26, 0.6025160511471834
51, 27, 0.5940213675305452
51, 28, 0.1933166187350761
51, 29, 0.03096856915281765
51, 30, 0.030983240866524375
51, 31, 0.0974049830246958
51, 32, 0.031005914946297453
51, 33, 0.1454022649096165
51, 34, 0.15140749455970204
51, 35, 0.160507328342689
51, 36, 0.27674246247663914
51, 37, 0.25422366430801535
51, 38, 0.2743389990071534
51, 39, 0.5581209180500964
51, 40, 0.7691800679628812
51, 41, 0.46691026453239326
51, 42, 0.03042444554468038
51, 43, 0.14165653830312397
51, 44, 0.17857272313181027
51, 45, 0.2837804367072764
51, 46, 0.2119393269379194
51, 47, 0.1442004406466212
51, 48, 0.07910435145586792
51, 49, 0.027041949007450605
51, 50, 0.004696060811404279
51, 51, 2.220446049250313e-16
51, 52, 0.0032899798683693193
51, 53, 0.011706914604519558
51, 54, 0.07313706363338413
51, 55, 0.24953689829427084
51, 56, 0.15676024773618535
51, 57, 0.30109989466783704
51, 58, 0.16704079426361995
51, 59, 0.04596999558180426
51, 60, 0.02326615437251467
51, 61, 0.021525982775280172
51, 62, 0.02026104430393494
51, 63, 0.01969229876012768
51, 64, 0.09304676117804589
51, 65, 0.21651259948188928
51, 66, 0.22659794674371625
51, 67, 0.2532910585982274
51, 68, 0.22794627415828128
51, 69, 0.0975000063564243
51, 70, 0.05293968160557683
51, 71, 0.023443576586822612
51, 72, 0.0164479104775499
51, 73, 0.01644629232545114
51, 74, 0.021238740611087437
51, 75, 0.01905873885187359
51, 76, 0.07701571474474889
51, 77, 0.20362552010600343
51, 78, 0.29454353531118493
51, 79, 0.1970247238792341
51, 80, 0.10508417587310148
51, 81, 0.04725413705573056
51, 82, 0.018242696164911254
51, 83, 0.011110055680666586
51, 84, 0.010818082435930632
51, 85, 0.04209593776404741
51, 86, 0.02437778122377221
51, 87, 0.07637208628228542
51, 88, 0.26451943642802445
51, 89, 0.15242581944808042
51, 90, 0.2934115383691388
51, 91, 0.10307639610311059
51, 92, 0.0716418926658906
51, 93, 0.04246082075248436
51, 94, 0.0424894809762949
51, 95, 0.04245717236124602
51, 96, 0.042398287162978554
51, 97, 0.04261670805696005
51, 98, 0.1035176671748218
51, 99, 0.20351612061398394
51, 100, 0.2838423442616862
51, 101, 0.23904290208424783
51, 102, 0.12203974260072692
51, 103, 0.06337251309130909
51, 104, 0.05361090409795066
51, 105, 0.053640306260674286
51, 106, 0.053666264574736666
51, 107, 0.053700661099987834
51, 108, 0.061266646974674877
51, 109, 0.1592385403943144
52, 0, 0.14766300597447823
52, 1, 0.16841600941653778
52, 2, 0.17634360060165655
52, 3, 0.18797336625308225
52, 4, 0.29069220931883777
52, 5, 0.48675540464200906
52, 6, 0.7433764515141064
52, 7, 0.6686229840146649
52, 8, 0.333175493945728
52, 9, 0.037354411548315314
52, 10, 0.11803929472188124
52, 11, 0.1604178335211408
52, 12, 0.30691040871229713
52, 13, 0.4029070845553029
52, 14, 0.6748615595750657
52, 15, 0.8317803088603835
52, 16, 0.8126858099702453
52, 17, 0.7746840052475149
52, 18, 0.665856512271597
52, 19, 0.4905720836257015
52, 20, 0.05395399652080757
52, 21, 0.02634450786996534
52, 22, 0.17163451668861973
52, 23, 0.2948614856920311
52, 24, 0.2905097670355862
52, 25, 0.3245028392472882
52, 26, 0.602544309137303
52, 27, 0.6266744228929977
52, 28, 0.198580361656014
52, 29, 0.04505215367368054
52, 30, 0.030990253594928352
52, 31, 0.09853365118225044
52, 32, 0.0310116729978267
52, 33, 0.14503701762064958
52, 34, 0.15107216501890086
52, 35, 0.1604980640042838
52, 36, 0.2767575029317215
52, 37, 0.2542438583031853
52, 38, 0.27436103085487884
52, 39, 0.5581442343734543
52, 40, 0.7924891375044549
52, 41, 0.4764407296312322
52, 42, 0.030449241605761013
52, 43, 0.166470952542212
52, 44, 0.17821934102204673
52, 45, 0.28350036867858186
52, 46, 0.24729497516263133
52, 47, 0.1763752374947496
52, 48, 0.10585354158494864
52, 49, 0.04631029405490472
52, 50, 0.015534980612242788
52, 51, 0.003471245792227129
52, 52, 2.220446049250313e-16
52, 53, 0.003714050042117001
52, 54, 0.057858924032685
52, 55, 0.24945754122723796
52, 56, 0.15643066939071093
52, 57, 0.3069409702666801
52, 58, 0.2009976217018773
52, 59, 0.06983810605134955
52, 60, 0.0416832922066398
52, 61, 0.03923279373313293
52, 62, 0.023367842223817603
52, 63, 0.022317789164375434
52, 64, 0.08323896112540574
52, 65, 0.2124638992619322
52, 66, 0.22639508213106185
52, 67, 0.28956874978074243
52, 68, 0.2635931419479356
52, 69, 0.12749799987180177
52, 70, 0.0778694663074676
52, 71, 0.0421475469755036
52, 72, 0.020117636186248955
52, 73, 0.01643363675416709
52, 74, 0.01853446681498372
52, 75, 0.01647677841500983
52, 76, 0.06893403655520469
52, 77, 0.20337255053384773
52, 78, 0.2944178884555476
52, 79, 0.23146613947646133
52, 80, 0.1347397035228426
52, 81, 0.07003070307075543
52, 82, 0.033658921558683774
52, 83, 0.013424285190220986
52, 84, 0.011128462845671483
52, 85, 0.03346267776595935
52, 86, 0.010898329108884774
52, 87, 0.0729838231846025
52, 88, 0.26437899134895904
52, 89, 0.15206368753781163
52, 90, 0.2932637657410633
52, 91, 0.13389475508903226
52, 92, 0.09939216245897176
52, 93, 0.05541509864463656
52, 94, 0.04221237808632716
52, 95, 0.042175618290137495
52, 96, 0.042106588847035886
52, 97, 0.042341137639665405
52, 98, 0.09969507983109138
52, 99, 0.20329147065877473
52, 100, 0.3206837193391451
52, 101, 0.2749250572640708
52, 102, 0.1541376237325789
52, 103, 0.08986081746543984
52, 104, 0.053594522263460065
52, 105, 0.05362391955269041
52, 106, 0.05364987110449515
52, 107, 0.053684263323506176
52, 108, 0.059248516446188004
52, 109, 0.15782875725421774
53, 0, 0.14680610678741635
53, 1, 0.16741715473087537
53, 2, 0.19823285670654678
53, 3, 0.1880249018522454
53, 4, 0.29071522669944416
53, 5, 0.48677913874781
53, 6, 0.7433992885273897
53, 7, 0.7056419237023067
53, 8, 0.3680001562637365
53, 9, 0.03740212676747401
53, 10, 0.11116683548962347
53, 11, 0.16040205429620547
53, 12, 0.3069412680306439
53, 13, 0.40293936729039415
53, 14, 0.6748848813033053
53, 15, 0.8604101532953183
53, 16, 0.8393957372172273
53, 17, 0.8014002313049973
53, 18, 0.6954928933627076
53, 19, 0.5218545379686902
53, 20, 0.06930396062496358
53, 21, 0.03635297799489445
53, 22, 0.17070111940485
53, 23, 0.29489202894907107
53, 24, 0.29054021768099747
53, 25, 0.3245326304473398
53, 26, 0.6025611705467193
53, 27, 0.6659858739304453
53, 28, 0.22668529938665982
53, 29, 0.06036198006236293
53, 30, 0.030957662910095607
53, 31, 0.08614839688565201
53, 32, 0.03097701816741205
53, 33, 0.1449200894340018
53, 34, 0.15008096842098506
53, 35, 0.16044706744459802
53, 36, 0.2767837604796324
53, 37, 0.25426964205724234
53, 38, 0.27438691673620064
53, 39, 0.5581701050090249
53, 40, 0.8235967085414901
53, 41, 0.5109653225734143
53, 42, 0.030418709930217447
53, 43, 0.20265864886987062
53, 44, 0.17745623972070856
53, 45, 0.2817722999554685
53, 46, 0.2743092922544942
53, 47, 0.20168056198893214
53, 48, 0.12709694721126807
53, 49, 0.06334865766307685
53, 50, 0.02813704447902665
53, 51, 0.012045334839673294
53, 52, 0.003631133638212769
53, 53, 2.220446049250313e-16
53, 54, 0.03606001225471889
53, 55, 0.2486462309593951
53, 56, 0.15566992996545403
53, 57, 0.30505074909210816
53, 58, 0.22676736904122263
53, 59, 0.08941062082616491
53, 60, 0.058755251813590204
53, 61, 0.05639615195137715
53, 62, 0.03782010284561199
53, 63, 0.03334306569153411
53, 64, 0.07145967456229518
53, 65, 0.23669630357900395
53, 66, 0.22510204323102745
53, 67, 0.3079930971650986
53, 68, 0.2883045140214058
53, 69, 0.1490633166773644
53, 70, 0.09733137810989545
53, 71, 0.0591884399154875
53, 72, 0.03502119057874986
53, 73, 0.02775963787991531
53, 74, 0.032129030493606714
53, 75, 0.016456526888692036
53, 76, 0.0705556243943698
53, 77, 0.20225005372773364
53, 78, 0.2926624930182419
53, 79, 0.25502251337641524
53, 80, 0.15520500900884182
53, 81, 0.08672129188389988
53, 82, 0.04651802777989067
53, 83, 0.02253242295983371
53, 84, 0.011772800966356689
53, 85, 0.0358298767316334
53, 86, 0.011549337129393877
53, 87, 0.07411170866078387
53, 88, 0.26289155702688993
53, 89, 0.15137384180704072
53, 90, 0.2914492144735815
53, 91, 0.15575212706509256
53, 92, 0.12022354308763272
53, 93, 0.07395953986941506
53, 94, 0.04516605530983697
53, 95, 0.04183595383675842
53, 96, 0.041750014011843195
53, 97, 0.042620150561464065
53, 98, 0.09196305575392316
53, 99, 0.20221668519717484
53, 100, 0.31964737675628396
53, 101, 0.2995563892945097
53, 102, 0.17669155138952752
53, 103, 0.10999192444301764
53, 104, 0.06460373988591195
53, 105, 0.053609386590813934
53, 106, 0.05363533075058913
53, 107, 0.053669718564475555
53, 108, 0.07565678982186608
53, 109, 0.15571675984561195
54, 0, 0.14447645778390317
54, 1, 0.16435887869475352
54, 2, 0.2482349074494562
54, 3, 0.18871186948194263
54, 4, 0.2904172689221577
54, 5, 0.48722463572450303
54, 6, 0.743541133821803
54, 7, 0.7787046793777
54, 8, 0.45980677887067245
54, 9, 0.0687445750003367
54, 10, 0.09209447139042104
54, 11, 0.16071220909465533
54, 12, 0.30675749691794285
54, 13, 0.4026895354903518
54, 14, 0.6751608039304415
54, 15, 0.9009693810112559
54, 16, 0.8901809278523284
54, 17, 0.8552673318934114
54, 18, 0.7604461137407801
54, 19, 0.6000579929386333
54, 20, 0.1298255256071944
54, 21, 0.08017374688947376
54, 22, 0.16764529635146463
54, 23, 0.2947160163744804
54, 24, 0.2903758879148306
54, 25, 0.3242429823568861
54, 26, 0.6026084662965787
54, 27, 0.7434799157119658
54, 28, 0.31598492152803037
54, 29, 0.10055382513686972
54, 30, 0.06527019829304004
54, 31, 0.07424168632151085
54, 32, 0.035631559271631974
54, 33, 0.14520850760228832
54, 34, 0.14732130187202352
54, 35, 0.1792631657315944
54, 36, 0.27661428641042396
54, 37, 0.25402326511330053
54, 38, 0.27410328961305575
54, 39, 0.5578099483758354
54, 40, 0.8799169701499499
54, 41, 0.5942080189004324
54, 42, 0.04826145228290246
54, 43, 0.2868428725209293
54, 44, 0.17584603680216881
54, 45, 0.2753871922678315
54, 46, 0.321508699390875
54, 47, 0.2614993224166945
54, 48, 0.18219507684841063
54, 49, 0.1103817316541138
54, 50, 0.06736123115725823
54, 51, 0.046466110397805904
54, 52, 0.03241398614758262
54, 53, 0.017781809353459077
54, 54, 2.220446049250313e-16
54, 55, 0.2458012986296384
54, 56, 0.15382631309068195
54, 57, 0.2976075347345649
54, 58, 0.2866256260639283
54, 59, 0.1383266906767221
54, 60, 0.10643083545279697
54, 61, 0.10607496523475968
54, 62, 0.0834811066836092
54, 63, 0.06264533972832442
54, 64, 0.06599272739494977
54, 65, 0.319243641231568
54, 66, 0.22040219611712042
54, 67, 0.3139018290894844
54, 68, 0.30645478878129406
54, 69, 0.19939352204348582
54, 70, 0.14476260588651857
54, 71, 0.10523619834059372
54, 72, 0.08169959204615196
54, 73, 0.07751042671947017
54, 74, 0.08308929587348657
54, 75, 0.05249049249024074
54, 76, 0.06346484117397555
54, 77, 0.19841991123996572
54, 78, 0.2855488680339452
54, 79, 0.2892420785131953
54, 80, 0.20491794070335967
54, 81, 0.12975686344809767
54, 82, 0.08465391667516631
54, 83, 0.05780581774358695
54, 84, 0.03961665053526986
54, 85, 0.07853603838518775
54, 86, 0.015293777281655485
54, 87, 0.04542180056680367
54, 88, 0.25708937128402265
54, 89, 0.16502487816691025
54, 90, 0.28424511838994737
54, 91, 0.20528667128847466
54, 92, 0.16892524425193278
54, 93, 0.12177936866723027
54, 94, 0.0937363381245454
54, 95, 0.08379984982462096
54, 96, 0.08179342027185132
54, 97, 0.04430828577585244
54, 98, 0.04231803493070496
54, 99, 0.1985374451456604
54, 100, 0.3117500039893213
54, 101, 0.30810944484000957
54, 102, 0.2287225489178777
54, 103, 0.1585159490453958
54, 104, 0.11054469977706227
54, 105, 0.08274520120036688
54, 106, 0.06111743858855001
54, 107, 0.0829698194390226
54, 108, 0.1453944999494614
54, 109, 0.15024488481842668
55, 0, 0.13702872443101266
55, 1, 0.11918757110729117
55, 2, 0.1647072895422621
55, 3, 0.23615281842344082
55, 4, 0.2448494680742811
55, 5, 0.2985652916591254
55, 6, 0.4899747070408783
55, 7, 0.6795616473584856
55, 8, 0.6172839992947013
55, 9, 0.2973086029838884
55, 10, 0.12911709699665297
55, 11, 0.15406733117361882
55, 12, 0.2558744830859784
55, 13, 0.2779801108526092
55, 14, 0.4449796797563371
55, 15, 0.7472072680945198
55, 16, 0.8440346678572105
55, 17, 0.8544444013119854
55, 18, 0.8101423777181647
55, 19, 0.7349616450634371
55, 20, 0.42452583068404304
55, 21, 0.3526895325387761
55, 22, 0.14496291382991455
55, 23, 0.24675800472470455
55, 24, 0.2463281358699726
55, 25, 0.24832859657101802
55, 26, 0.33983658271638906
55, 27, 0.5170352800699531
55, 28, 0.5668735216824854
55, 29, 0.284684867125103
55, 30, 0.270175047573714
55, 31, 0.21395151651543987
55, 32, 0.2415296101867529
55, 33, 0.13982714342094615
55, 34, 0.13265314974771947
55, 35, 0.23822282917235438
55, 36, 0.23439569246011094
55, 37, 0.2266946912787472
55, 38, 0.2531058799770648
55, 39, 0.3606730349458964
55, 40, 0.6968450955217869
55, 41, 0.690905945446429
55, 42, 0.2884774985823
55, 43, 0.46138391990706884
55, 44, 0.013790559835743954
55, 45, 0.046256180980397965
55, 46, 0.11642196467953947
55, 47, 0.17414841047412577
55, 48, 0.267488075949444
55, 49, 0.2563703176882134
55, 50, 0.2527989107551998
55, 51, 0.25245324631257626
55, 52, 0.24826227469927697
55, 53, 0.22220783836164837
55, 54, 0.15201357389474535
55, 55, 2.220446049250313e-16
55, 56, 0.28970072391965607
55, 57, 0.06432333476783625
55, 58, 0.22356417409301843
55, 59, 0.27010144431652916
55, 60, 0.2650422724882948
55, 61, 0.2731697118253861
55, 62, 0.2680121881357722
55, 63, 0.25653216238133836
55, 64, 0.2687798590103617
55, 65, 0.6309362856913552
55, 66, 0.03226965205345711
55, 67, 0.08260087803313265
55, 68, 0.21426440245943335
55, 69, 0.2275733907586277
55, 70, 0.24998663295780843
55, 71, 0.2598649982716694
55, 72, 0.2731351315265532
55, 73, 0.3054363178256757
55, 74, 0.34018547031978064
55, 75, 0.30749243847825813
55, 76, 0.18413752782702153
55, 77, 0.035013096291285684
55, 78, 0.05858744385112602
55, 79, 0.12288802527168641
55, 80, 0.21342157554647767
55, 81, 0.23543750427868348
55, 82, 0.2342016925905307
55, 83, 0.23292098027937191
55, 84, 0.2449700294937991
55, 85, 0.3039929916437706
55, 86, 0.22487084928326073
55, 87, 0.14830555168384207
55, 88, 0.04449328372229633
55, 89, 0.24989400197461176
55, 90, 0.24614885971115152
55, 91, 0.2310901179489746
55, 92, 0.2483684955041815
55, 93, 0.2586516102338483
55, 94, 0.2734803161621252
55, 95, 0.2891357987049402
55, 96, 0.32663638184792276
55, 97, 0.26371403146747974
55, 98, 0.1124121149293279
55, 99, 0.055041124274755826
55, 100, 0.06877140324286213
55, 101, 0.1326630729869276
55, 102, 0.1896544991701078
55, 103, 0.2485253717443935
55, 104, 0.2537708659904905
55, 105, 0.26416598897764054
55, 106, 0.2827765205098822
55, 107, 0.3479148661391691
55, 108, 0.42873556599167095
55, 109, 0.15591262106358095
56, 0, 0.13547247102955773
56, 1, 0.1285146554623522
56, 2, 0.1559136772028692
56, 3, 0.15552957671182366
56, 4, 0.25259936513404235
56, 5, 0.43982469957202275
56, 6, 0.5890255845254142
56, 7, 0.5909863766621438
56, 8, 0.2901083601227309
56, 9, 0.05597762311074006
56, 10, 0.12709097021715177
56, 11, 0.15525229179663513
56, 12, 0.2728638412662874
56, 13, 0.340459293559188
56, 14, 0.5276112538661826
56, 15, 0.7561280218112146
56, 16, 0.7740439176282994
56, 17, 0.7486345459295253
56, 18, 0.6418032604103192
56, 19, 0.46972765831493435
56, 20, 0.07719753949082997
56, 21, 0.06295679895294692
56, 22, 0.144787912603076
56, 23, 0.25925253585686736
56, 24, 0.254435443718811
56, 25, 0.29433628049622307
56, 26, 0.44017111210463755
56, 27, 0.5207542728529583
56, 28, 0.1688971166148341
56, 29, 0.05201597074679776
56, 30, 0.05726973456101725
56, 31, 0.11016829424739938
56, 32, 0.05914653227558764
56, 33, 0.1390881733919066
56, 34, 0.13788610412973112
56, 35, 0.15700675505821027
56, 36, 0.23286648790022424
56, 37, 0.22524729976381175
56, 38, 0.25173563505963825
56, 39, 0.4586197030635314
56, 40, 0.7181413296819095
56, 41, 0.4372751741057671
56, 42, 0.051879334738537786
56, 43, 0.10198743890584772
56, 44, 0.013814449959835606
56, 45, 0.047017579144739696
56, 46, 0.1400685195019501
56, 47, 0.08551061702145468
56, 48, 0.03680544224985893
56, 49, 0.014034066828467529
56, 50, 0.01402664614327842
56, 51, 0.014016466372313352
56, 52, 0.027028172290727848
56, 53, 0.04579782190892234
56, 54, 0.11492950526264334
56, 55, 0.07743364711770839
